package_name,weekly_downloads
@arr/every,10892
strip-loader,10888
tslint-react-a11y,10888
@types/jsonpointer,10887
node-sass-import-once,10887
apollo-resolvers,10887
@types/http-status-codes,10886
datatype-expansion,10883
@types/airbnb-prop-types,10882
@microsoft/sp-polyfills,10881
eslint-config-node,10880
@types/react-native-share,10879
@google/markerclusterer,10879
raptor-polyfill,10878
prepare-transition,10877
modern-syslog,10876
bootstrap-markdown,10874
node-balanced,10872
@types/cloneable-readable,10871
@types/bindings,10869
safe-stable-stringify,10869
cbor-sync,10861
webpack-serve-waitpage,10860
@enact/webos,10857
cfn-response,10855
gatsby-transformer-yaml,10853
mockserver,10851
sublevel-pouchdb,10850
react-live-clock,10849
asn1.js-rfc3280,10844
amplify-storage-simulator,10842
apollo-link-debounce,10840
primer-support,10838
@luma.gl/webgl2-polyfill,10837
nosleep.js,10837
email-regex,10836
git-win,10835
monotonic-timestamp,10835
@types/reserved-words,10833
cli-commands,10833
turf-area,10832
init-skeleton,10832
s3urls,10831
contentful-export,10830
factory.ts,10829
composite-error,10829
@atlaskit/analytics-next-types,10828
@luma.gl/webgl-state-tracker,10826
react-native-dash,10824
laravel-elixir,10822
path-is-root,10820
socicon,10820
express-jwt-authz,10820
react-native-section-list-get-item-layout,10819
aurelia-templating,10814
ip-router,10814
@sanity/util,10812
amplify-util-mock,10811
passport.socketio,10811
azure-arm-rediscache,10808
@microsoft/sp-module-interfaces,10808
babel-plugin-transform-zero-dirname-filename,10803
nswag,10802
@instructure/console,10798
ajv-oai,10797
gulp-strip-debug,10795
react-medium-image-zoom,10793
wipe-node-cache,10789
project-name-generator,10789
sol-explore,10788
@google/markerclustererplus,10788
redux-debounced,10784
getstream,10784
gulp-ng-html2js,10783
ultimate-pagination,10780
eslint-plugin-notice,10779
joi-to-swagger,10776
podda,10776
minipass-fetch,10776
minimisted,10776
appboy-web-sdk,10775
ember-link-action,10772
expand-year,10767
amplify-appsync-simulator,10765
wipe-webpack-cache,10765
@types/hashids,10764
dotenv-json,10762
gelfling,10761
@verdaccio/commons-api,10757
parse-year,10756
@types/lodash.isfunction,10755
@polymer/iron-autogrow-textarea,10755
@clr/icons,10751
xterm-addon-web-links,10750
postcss-plugin-px2rem,10748
i18n-webpack-plugin,10748
jest-node-http,10747
hexo,10747
@react-native-community/google-signin,10747
@handsontable/react,10746
lightstep-tracer,10746
gift,10743
exif-component,10742
@polymer/app-layout,10741
@vant/icons,10740
bootstrap-3-typeahead,10739
minipass-sized,10736
react-alice-carousel,10734
gulp-jsdoc3,10734
opentok-token,10729
anysort,10728
serverless-plugin-include-dependencies,10727
foxy,10727
native-notifier,10723
is-any-array,10721
amplify-velocity-template,10721
deep-rename-keys,10719
elm-hot-webpack-loader,10717
guillotine,10716
amcharts3,10715
lazyness,10712
@types/vscode,10707
ember-cli-typescript-blueprints,10706
datatables.net-select-bs4,10705
svg-spritemap-webpack-plugin,10701
idempotent-babel-polyfill,10698
graphql-codegen-compiler,10698
sqreen,10697
broccoli-dependency-funnel,10697
hubot-help,10696
@types/validate-npm-package-name,10694
git-username,10694
react-circle,10692
vue-cropperjs,10692
@ckeditor/ckeditor5-basic-styles,10689
@enact/core,10688
cordova-support-google-services,10688
@jupyter-widgets/controls,10687
draft-js-linkify-plugin,10685
fast-loops,10685
expo-crypto,10684
deppack,10679
@types/karma-coverage,10679
all-contributors-cli,10670
jquery.transit,10668
textangular,10667
babel-plugin-transform-es2015-constants,10666
is-valid-month,10664
sqs-producer,10657
vis-util,10656
mr-dep-walk,10655
gulp-prompt,10654
less-middleware,10654
pouchdb-adapter-leveldb-core,10653
typeorm-typedi-extensions,10653
aurelia-path,10652
coc-tsserver,10652
@buxlabs/ast,10648
cordova-plugin-file-opener2,10647
ember-template-compiler,10640
linerstream,10638
just-kebab-case,10638
cramda,10637
@carbon/layout,10636
openapi-default-setter,10636
typescript-rest,10635
@sanity/desk-tool,10634
stylelint-formatter-pretty,10633
electron-apps,10631
umi-history,10631
filestack-react,10628
ejs-lint,10626
graphql-compiler,10625
ampersand-version,10625
jest-transform-css,10625
grunt-browser-sync,10623
snap-shot-core,10621
react-splitter-layout,10620
prisma-binding,10615
promise-props,10614
subleveldown,10612
libphonenumber-js-utils,10611
git-diff-apply,10611
to-markdown,10607
cypress-xpath,10607
cypress-plugin-tab,10604
postcss-vmin,10604
ejs-include-regex,10599
combined-stream2,10596
@dynatrace/oneagent-dependency,10595
threads,10594
responsive-loader,10594
@buxlabs/utils,10592
ima-babel6-polyfill,10589
umi-plugin-locale,10589
authy-form-helpers,10585
angular5-csv,10585
browser-update,10583
@nestjs/platform-socket.io,10583
@deck.gl/mapbox,10583
@types/lingui__core,10582
athena-client,10580
@azure/keyvault,10578
ember-cli-update,10578
pinyin,10574
netlify-cms-media-library-uploadcare,10573
expo-mail-composer,10569
gelf-stream,10564
matchit,10563
grunt-extend-config,10560
reactify,10560
rwlock,10559
react-credit-cards,10557
stylelint-config-airbnb,10557
wildstring,10556
raml-to-swagger,10555
react-particles-js,10555
react-simple-dropdown,10554
@types/d3-sankey,10553
@stoplight/types,10553
xml2js-parser,10550
mime-lookup,10549
@bugsnag/plugin-vue,10549
require-yaml,10549
storybook-host,10547
history-server,10547
aglio,10546
react-body-classname,10546
async-mutex,10546
@types/ent,10544
airbnb-browser-shims,10542
umi-url-pnp-loader,10541
jasmine-json-test-reporter,10541
@swimlane/ngx-dnd,10539
passport-linkedin-oauth2,10539
datatables.net-responsive-bs,10539
postcss-object-fit-images,10533
ric-shim,10532
browsertime,10530
use-named-routes,10530
emoji-strip,10527
ng-sidebar,10526
@types/humanize-ms,10523
openapi-security-handler,10523
elasticsearch-browser,10522
mobx-react-form,10521
http-request-to-url,10520
uploadcare-widget-tab-effects,10519
socket-location,10519
key-tree-store,10518
remark-lint-list-item-spacing,10517
@sanity/default-layout,10514
flickity-imagesloaded,10511
scrollmonitor,10510
raptor-promises,10506
cb2promise,10506
@vaadin/vaadin-combo-box,10506
array-next,10503
mailparser-mit,10501
property-handlers,10500
vue-popperjs,10498
@truffle/error,10497
browser-refresh-client,10496
xlsjs,10495
css-property-sort-order-smacss,10494
tipsi-stripe,10494
raptor-strings,10493
@types/globalthis,10493
truffle-blockchain-utils,10490
@types/i18n,10490
googleclientlogin,10490
getmac,10487
@streamroot/streamrooter,10483
array.prototype.fill,10483
prettydiff2,10482
raptor-regexp,10481
raptor-json,10481
@reach/alert,10478
quicktype,10474
@clr/ui,10474
react-form,10473
@types/leaflet.markercluster,10470
snap-shot-it,10468
alt,10467
@types/intercom-client,10466
filter-css,10466
tabulator-tables,10463
@microsoft/sp-core-library,10463
fs-routes,10463
lockfile-lint-api,10461
graphql-query-compress,10460
json-query,10460
vh-packages,10460
edit-google-spreadsheet,10458
relay-config,10454
@aragon/os,10448
strong-data-uri,10447
grunt-zip,10446
@types/log4js,10443
node-getopt,10439
bundle-collapser,10438
angular-waypoints,10437
@clr/angular,10433
react-toggle-switch,10432
scoped-http-client,10431
leche,10429
ember-decorators-polyfill,10429
metric-lcs,10429
deresolve,10427
sao,10425
@types/react-geosuggest,10425
react-scrollbar,10425
type-zoo,10422
pouchdb-adapter-memory,10421
ngraph.events,10417
openapi-framework,10416
date-holidays,10416
bootstrap-material-design,10415
@instana/collector,10415
google-discovery-to-swagger,10414
lex,10413
@sanity/block-content-to-react,10406
ts-structure-model,10405
stylelint-config-property-sort-order-smacss,10405
password-hash,10403
@mark.probst/unicode-properties,10401
merge-package.json,10399
express-limiter,10398
objectFitPolyfill,10397
@types/xdate,10397
express-normalize-query-params-middleware,10396
@instana/core,10395
@types/passport-saml,10394
eva-icons,10392
@types/from,10392
@ckeditor/ckeditor5-vue,10390
vue-docgen-loader,10387
@types/array.prototype.flatmap,10379
sparkpost,10378
@loopback/core,10376
aglio-theme-olio,10376
buble-loader,10375
ngx-daterangepicker-material,10373
redux-oidc,10371
mparticle,10371
easygraphql-parser,10371
ember-page-title,10370
eslint-plugin-fxa,10370
operetta,10368
gettext-to-messageformat,10368
react-navigation-transitions,10367
aws-cli,10367
idlize,10365
hexo-front-matter,10363
pouchdb-checkpointer,10363
pouchdb-generate-replication-id,10357
@fairfx/fuji,10356
@types/iltorb,10350
protocolify,10350
karma-rollup-preprocessor,10349
gulp-usemin,10348
@types/chai-spies,10346
@types/jade,10343
grunt-contrib-handlebars,10340
react-currency-input,10339
data.either,10339
sequence,10337
machinepack-process,10337
hapi-auth-basic,10337
react-geocode,10337
api-spec-converter,10336
@polymer/neon-animation,10336
@types/datadog-metrics,10335
@syncfusion/ej2-file-utils,10328
api-elements,10326
node-minify,10326
await-semaphore,10324
@syncfusion/ej2-compression,10323
@types/moo,10322
mkdir-recursive,10322
json2xls,10321
patternfly-bootstrap-treeview,10321
x256,10315
react-snapshot,10314
redux-logic,10313
angularfire2,10313
common-js-file-extensions,10312
universal-dotenv,10310
postcss-modules-values-replace,10309
merge-img,10308
safe-commander,10306
git-apply-delta,10305
maildev,10303
@quasar/app,10301
icon-font-generator,10299
@polymer/iron-input,10299
@types/uid-safe,10297
gatsby-plugin-theme-ui,10296
@shelf/jest-mongodb,10295
@types/multipipe,10292
waitress,10292
ie-array-find-polyfill,10291
react-typist,10290
@types/swagger-ui-dist,10287
argly,10286
ngx-gravatar,10286
js-marker-clusterer,10286
difunc,10286
nopt-defaults,10284
simple-backoff,10284
boundless-utils-omit-keys,10282
@types/email-templates,10276
human-size,10276
express-slow-down,10274
tern,10273
warp10,10272
@types/stripe-v2,10268
chai-files,10268
aurelia-templating-resources,10267
@types/tz-offset,10267
boundless-utils-uuid,10264
through2-spy,10263
kexec,10261
boundless-arrow-key-navigation,10260
cjsx-loader,10258
gatsby-source-wordpress,10254
eslint-config-dollarshaveclub,10253
dedent-js,10252
recase,10252
title-case-minors,10251
jest-in-case,10249
fcache,10249
@stryker-mutator/jest-runner,10245
react-native-randombytes,10245
wdio-browserstack-service,10245
confidence,10238
jasmine-check,10238
stickyfill2,10235
warehouse,10234
recyclerlistview,10233
lockfile-lint,10232
places.js,10226
openapi-schema-to-json-schema,10224
line-column,10224
lodash.pullall,10221
undertaker-forward-reference,10220
file-utils,10219
svelte-loader,10219
npm-license-crawler,10218
@types/proxy-from-env,10216
docker-registry-client,10216
gulp-changed-in-place,10215
grunt-template,10214
rollup-plugin-sass,10213
ember-cli-dotenv,10212
@vue/server-test-utils,10212
in-app-purchase,10210
raptor-css-parser,10210
express-cache-controller,10209
@types/json2mq,10209
ts-object-utils,10208
google-translate,10208
@shopify/admin-graphql-api-utilities,10204
pg-escape,10203
html4-id,10202
raptor-detect,10201
@polymer/paper-input,10200
@wordpress/element,10199
polygoat,10198
sourcemap-to-ast,10197
umi-webpack-bundle-analyzer,10197
easymde,10194
jsonist,10194
flow-config-parser,10193
react-twitter-widgets,10188
vue-count-to,10188
window-location-origin,10183
level-option-wrap,10182
nodecredstash,10182
@types/nearley,10182
angular-gettext,10179
since-app-start,10176
swagger-test-templates,10172
@rollup/plugin-json,10172
karma-ng-scenario,10171
@vaadin/vaadin-date-picker,10168
@ckeditor/ckeditor5-clipboard,10166
@sanity/core,10166
ember-feature-flags,10164
grunt-sass-lint,10162
jshint-checkstyle-file-reporter,10161
to-slug-case,10159
@nuxt/vue-renderer-edge,10159
expression-eval,10157
frisby,10154
lasso-modules-client,10154
vue-masonry,10153
styled-media-query,10153
gojs,10153
serverless-plugin-lambda-dead-letter,10150
node-ses,10150
ember-light-table,10149
gradstop,10145
to-capital-case,10145
lerna-update-wizard,10144
botbuilder-core,10143
@types/dotenv-safe,10143
aurelia-task-queue,10142
pipe-functions,10140
expo-sharing,10138
lru-memoize,10133
awesome-bootstrap-checkbox,10133
redux-first-router-link,10130
kite-api,10130
expo-calendar,10129
@types/uuid-validate,10129
v-clipboard,10125
edge-cs,10124
cliss,10116
inspect-property,10116
expo-random,10115
@jupyter-widgets/output,10114
stylelint-processor-html,10113
listener-tracker,10112
hexo-i18n,10112
gatsby-remark-external-links,10111
rehype-react,10110
twix,10109
@deck.gl/aggregation-layers,10107
react-fittext,10106
@ngx-progressbar/http,10106
multi-progress,10104
@applitools/dom-snapshot,10101
raf-stub,10100
vue-star-rating,10100
node-pg-migrate,10100
gulp-jshint-html-reporter,10099
react-native-extended-stylesheet,10099
jasminewd,10099
fela-bindings,10099
node-env-file,10094
riot,10093
webtask-tools,10093
object-to-arguments,10090
@types/hdkey,10089
timezone,10088
stringify-parameters,10087
args-js,10086
truffle-interface-adapter,10086
disposable-event,10085
rfc6902-ordered,10083
serve-brunch,10083
@sanity/resolver,10081
dom-event,10081
get-browser-rtc,10081
ngx-drag-drop,10081
@types/detox,10081
line-numbers,10078
postal-codes-js,10077
react-native-country-picker-modal,10076
iobroker.js-controller,10071
object-tools,10070
@rooks/use-mutation-observer,10070
@types/jquery.validation,10069
to-title-case,10068
ng2-ace-editor,10068
@sanity/structure,10066
htmlprocessor,10064
lodash._basereduce,10062
postcss-easings,10061
ember-cli-inline-content,10059
azure-arm-datalake-store,10057
chai-webdriverio,10055
@types/ansicolors,10053
semver-stable,10052
@applitools/eyes-common,10050
node-import-ts,10049
@sanity/block-tools,10047
draft-js-focus-plugin,10046
@sanity/server,10046
karma-read-json,10045
react-smooth-collapse,10044
sass-mediaqueries,10041
lasso-resolve-from,10038
relay-test-utils,10037
react-native-fetch-blob,10035
@types/pouchdb-adapter-memory,10034
stackdriver-errors-js,10033
googlemaps,10031
nuxt-purgecss,10027
@ckeditor/ckeditor5-angular,10026
keen-core,10026
flexsearch,10024
paper,10023
@types/netmask,10022
through2-sink,10022
php-parser,10021
@types/lodash.foreach,10020
fs-path,10019
rollup-watch,10018
eslint-plugin-lodash-fp,10017
azure-arm-cdn,10015
@bahmutov/data-driven,10014
@types/json-server,10013
sb-debounce,10011
snarkdown,10011
@deck.gl/mesh-layers,10008
@polymer/paper-button,10007
dox,10007
@shopify/koa-shopify-graphql-proxy,10006
postmate,10003
@sanity/default-login,10003
ouch,10003
@sanity/plugin-loader,10002
transmitter,10001
sb-react-table,9999
vue-text-mask,9998
segfault-handler,9997
expo-brightness,9996
@types/node-rsa,9994
detectrtc,9993
modclean-patterns-default,9992
grunt-coffeelint,9992
iap_verifier,9992
source-map-to-comment,9991
babel-plugin-jsx-pragmatic,9988
turf-invariant,9988
homebridge-schbar,9988
pool2,9986
karma-env-preprocessor,9985
cpu-stat,9985
@swimlane/dragula,9984
simulant,9983
events-light,9983
dts-critic,9983
@sanity/data-aspects,9982
expo-ads-facebook,9982
parse-full-name,9981
izitoast,9981
escomplex,9979
gulp-inject-string,9978
ibm-cos-sdk,9978
@types/readline-sync,9976
group-args,9975
@microsoft/recognizers-text-number,9973
is-valid-domain,9973
react-datasheet,9971
